,MLSNumber,Street,City,Price,BR,Bath,Footage,PricePerSqft,Zipcode
959,1072787,253 Burton,Nipomo,399000,3,2,1080.0,369.44444444444446,93444
960,1070740,1550 Post Canyon,Templeton,999000,5,4,3773.0,264.7760402862444,93465
961,1068695,2301 Callender,Arroyo Grande,679899,4,3,2312.0,294.07396193771626,93420
962,1070744,5012 Pretty Doe,Paso Robles,325000,3,2,1530.0,212.41830065359477,93446
963,1072068,1320 Oceanaire,San Luis Obispo,799000,2,2,1781.0,448.6243683323975,93405
964,1069500,1761 Shepherd,Paso Robles,229000,2,1,826.0,277.2397094430993,93446
965,1066653,4465 Foxenwood,Santa Maria,355000,2,3,2073.0,171.24939700916545,93455
966,1066655,687 Sandydale,Nipomo,620000,4,3,2040.0,303.921568627451,93444
967,1070752,328 Creekview,Arroyo Grande,519000,3,3,1718.0,302.0954598370198,93420
968,1071728,395 Foster,Santa Maria,400000,3,2,1638.0,244.2002442002442,93455
969,1070760,1130 San Sebastian,Grover Beach,499000,3,2,1400.0,356.42857142857144,93433
970,1067975,622 Maple,Santa Maria,435000,3,3,2013.0,216.09538002980625,93454
972,1064623,8500 Graves Creek,Atascadero,789000,4,4,3104.0,254.18814432989691,93422
973,1072816,8595 El Centro,Atascadero,428500,3,2,1312.0,326.6006097560976,93422
974,1068723,1891 Ringsted,Solvang,895000,4,3,2604.0,343.7019969278034,93463
975,1068660,1541 Mesa,Nipomo,1027521,3,4,2827.0,363.46692607003894,93444
976,1072826,163 Ocean View,Grover Beach,439900,3,1,991.0,443.89505549949547,93433
977,1071391,2575 Shoreline,Bradley,1299000,4,4,3711.0,350.0404203718674,93426
978,1070865,952 Queenanne,Paso Robles,273000,2,2,1088.0,250.9191176470588,93446
979,1066686,Address Not Available,Paso Robles,1400000,4,5,4000.0,350.0,93446
980,1072834,339 Centennial,Los Alamos,359000,2,1,759.0,472.99077733860344,93440
981,1073099,4025 Ryan,Creston,675000,3,3,1947.0,346.68721109399075,93432
982,1066693,2870 Mesa Alta,Arroyo Grande,1399000,3,4,3773.0,370.79247283328914,93420
983,1071736,3385 Sagunto,Santa Ynez,739900,3,2,1922.0,384.96357960457857,93460
984,1072851,5525 Capistrano,Atascadero,169900,1,1,640.0,265.46875,93422
985,1073090,1520 Swallow,Santa Maria,325000,2,2,1368.0,237.57309941520467,93454
986,1070809,411 Tanglewood,Paso Robles,379500,3,2,1316.0,288.37386018237083,93446
987,1068768,1071 Emma,Nipomo,914900,2,3,2595.0,352.5626204238921,93444
988,1068769,1615 Via Sabroso,Santa Maria,115000,3,2,1680.0,68.45238095238095,93454
989,1072867,1226 Main,Cambria,239000,2,2,1440.0,165.97222222222223,93428
990,1068772,220 12th,Paso Robles,450000,3,2,1660.0,271.0843373493976,93446
991,1070829,2476 Roblar,Santa Ynez,1895000,4,4,3680.0,514.945652173913,93441
992,1071741,313 Mar Vista,Los Osos,679000,3,3,1684.0,403.2066508313539,93402
993,1072880,713 Riviera,Santa Maria,395000,3,2,1416.0,278.954802259887,93455
994,1070376,1067 Ford,Nipomo,585000,2,2,1584.0,369.3181818181818,93444
995,1070834,1401 Sonya,Santa Maria,419000,3,3,1872.0,223.82478632478632,93458
996,1073107,13800 Santa Lucia,Atascadero,569000,3,2,1656.0,343.5990338164251,93422
997,1068788,459 Stanton,Arroyo Grande,1100000,3,2,2300.0,478.2608695652174,93420
998,1070844,3555 Ocean,Cayucos,699000,3,2,1414.0,494.34229137199435,93430
999,1070845,495 Driftwood,Morro Bay,595000,2,2,900.0,661.1111111111111,93442
1000,1062656,2172 Florence,San Luis Obispo,799269,2,2,1793.0,445.77189068600114,93401
1001,1072897,541 Bakeman,Arroyo Grande,369900,2,1,1008.0,366.9642857142857,93420
1002,1070850,800 Del Rio,San Luis Obispo,989000,4,4,3440.0,287.5,93405
1003,1068803,120 5th,Shandon,249900,3,2,1273.0,196.30793401413982,93465
1004,1072913,1430 Railroad,Oceano,319000,2,2,865.0,368.78612716763007,93445
1005,1072901,Address Not Available,Solvang,415000,2,1,1344.0,308.7797619047619,93463
1006,1072902,792 Mahogany,Santa Maria,555000,2,2,1627.0,341.11862323294406,93455
1007,1072903,2313 Carrizo,Lompoc,559000,5,4,2612.0,214.01225114854518,93436
1008,1072904,2212 Gaviota,Lompoc,379900,3,2,1840.0,206.4673913043478,93436
1009,1072905,1565 Kiler Canyon,Paso Robles,3500000,9,7,5555.0,630.06300630063,93446
1010,1072906,10 Cottonwood,San Luis Obispo,699000,2,3,1710.0,408.7719298245614,93405
1012,1073104,120 Oak,Arroyo Grande,519000,3,2,1320.0,393.1818181818182,93420
1013,1072909,180 Ash,Coalinga,152900,2,2,1370.0,111.60583941605839,93210
1014,1072912,6553 Atascadero,Atascadero,379000,2,1,996.0,380.52208835341366,93422
1015,1072088,1450 Highway 135,Los Alamos,5950000,4,5,4000.0,1487.5,93440
1016,1073138,132 Via Camelia,Paso Robles,529000,3,3,2073.0,255.18572117703812,93446
1017,1072915,1332 Locust,Lompoc,319900,3,2,1052.0,304.0874524714829,93436
1018,1062676,250 Mission Springs,Arroyo Grande,1085000,4,4,3000.0,361.6666666666667,93420
1019,1072917,464 Corrida,San Luis Obispo,649000,3,3,1665.0,389.7897897897898,93401
1020,1072919,327 Corona Del Terra,Arroyo Grande,560000,3,2,1608.0,348.2587064676617,93420
1023,1072922,3225 San Fernando,Atascadero,785000,3,3,2547.0,308.2057322340008,93422
1024,1068827,351 Wilmar,Pismo Beach,1050000,2,2,1906.0,550.8919202518363,93449
1025,1072924,6200 Buena,Atascadero,399000,3,2,1400.0,285.0,93422
1026,1072925,1400 Aarhus,Solvang,835200,3,3,3077.0,271.43321416964574,93463
1027,1071823,4101 Roblar,Santa Ynez,7595000,4,6,8000.0,949.375,93460
1028,1072927,2560 Traditions Loop,Paso Robles,579000,3,2,2112.0,274.14772727272725,93446
1029,1068832,1701 Calzada,Santa Ynez,1299000,4,4,2223.0,584.3454790823212,93460
1030,1072929,230 Chaney,Cayucos,795000,1,2,1092.0,728.021978021978,93430
1031,1072931,2320 Claranita,Los Osos,650000,3,2,2132.0,304.8780487804878,93402
1032,1072932,1854 7th,Los Osos,499000,3,2,1080.0,462.037037037037,93402
1033,1072933,306 Hondonada,Arroyo Grande,519000,2,2,1746.0,297.2508591065292,93420
1034,1070886,1415 Plum,Lompoc,342000,4,3,1897.0,180.28465998945703,93436
1035,1068839,1021 Speed,Santa Maria,368000,2,2,1379.0,266.8600435097897,93454
1036,1072937,1010 Fava,Templeton,875000,4,4,2969.0,294.7120242505894,93465
1037,1072939,1941 Fieldstone,Paso Robles,484000,3,2,1775.0,272.67605633802816,93446
1038,1071545,381 San Luis,Pismo Beach,789000,2,3,1414.0,557.991513437058,93449
1039,1072942,2570 Rodman,Los Osos,779000,3,2,2315.0,336.50107991360693,93402
1040,1070045,421 Orcas,Morro Bay,635000,3,3,1727.0,367.6896352055588,93442
1041,1072944,1213 Cypress,Lompoc,165000,2,2,972.0,169.7530864197531,93436
1042,1072945,3098 Rockview,San Luis Obispo,575000,2,3,1305.0,440.6130268199234,93401
1043,1072946,3072 Rockview,San Luis Obispo,570000,2,3,1305.0,436.7816091954023,93401
1044,1067315,1360 Foxenwood,Santa Maria,729000,5,4,3116.0,233.9537869062901,93455
1045,1072948,3070 Rockview,San Luis Obispo,577500,2,3,1385.0,416.9675090252708,93401
1046,1072953,613 Maple,King City,215000,3,2,1282.0,167.70670826833074,93930
1047,1070906,1514 Jeffrey,Santa Maria,599900,4,4,3105.0,193.20450885668276,93454
1048,1072955,312 W,Lompoc,295000,4,2,1593.0,185.1851851851852,93436
1049,1070908,245 Cheyenne,Paso Robles,544900,4,3,2300.0,236.91304347826087,93446
1050,1067335,331 StageCoach,Arroyo Grande,775000,3,3,2621.0,295.68866844715757,93420
1051,1072958,7777 Del Rio,Atascadero,555000,3,3,1902.0,291.7981072555205,93422
1052,1070912,427 Morro Cove,Morro Bay,1029000,3,3,2875.0,357.9130434782609,93442
1053,1072961,1175 Via Pavion,Santa Maria,389000,3,2,1592.0,244.3467336683417,93455
1054,1072962,1001 Date,Lompoc,299900,4,2,1272.0,235.77044025157232,93436
1055,1071755,791 Angus,Paso Robles,554900,4,2,1828.0,303.5557986870897,93446
1056,1070916,4305 Franklin,Santa Maria,424900,3,2,1556.0,273.0719794344473,93455
1057,1070917,8925 Azucena,Atascadero,534000,3,3,1854.0,288.02588996763757,93422
1058,1072966,1029 Cortez,Santa Maria,359900,3,2,1680.0,214.22619047619048,93454
1059,1058631,1226 Main,Cambria,188000,3,2,1242.0,151.36876006441224,93428
1060,1068872,2476 Roblar,Los Olivos,1895000,4,4,3680.0,514.945652173913,93441
1061,1072969,1780 Nacimiento Lake,Paso Robles,975000,3,2,1800.0,541.6666666666666,93446
1062,1068874,1333 Santa Teresita,Santa Barbara,2475000,3,5,4690.0,527.7185501066098,93105
1063,1072972,319 Primrose,Paso Robles,325000,3,2,1378.0,235.8490566037736,93446
1064,1062733,1884 Northwood,Nipomo,970000,3,4,3232.0,300.1237623762376,93444
1065,1070926,121 Narlene,Pismo Beach,799000,3,3,2112.0,378.31439393939394,93449
1066,1072975,265 Clubhouse,Santa Maria,595000,4,3,2252.0,264.2095914742451,93455
1067,1072976,562 Andrea,Paso Robles,424000,3,2,1648.0,257.28155339805824,93446
1068,1070929,2145 Vintage,Hanford,759000,4,3,3460.0,219.364161849711,93230
1069,1068883,1338 Trail View,Nipomo,719900,3,2,1734.0,415.1672433679354,93444
1070,1072980,1871 L,San Miguel,350000,4,2,1547.0,226.2443438914027,V8N 2G9
1071,1071758,9065 Coromar,Atascadero,459000,3,3,1548.0,296.51162790697674,93422
1072,1070935,1441 Crown,Lompoc,320000,4,3,1770.0,180.7909604519774,93436
1073,1072985,5695 Prancing Deer,Paso Robles,459000,4,2,1861.0,246.64159054271897,93446
1074,1070939,280 Tally Ho,Arroyo Grande,649900,3,2,1368.0,475.0730994152047,93420
1075,1072988,235 Cain,Santa Maria,350000,3,2,1744.0,200.6880733944954,93455
1076,1063778,579 Camino Mercado,Arroyo Grande,339500,2,2,960.0,353.6458333333333,93420
1077,1072990,1880 Burnt Rock,Templeton,1095000,4,5,4665.0,234.7266881028939,93465
1078,1072992,449 Panay,Morro Bay,599900,1,2,1240.0,483.7903225806452,93442
1079,1072993,235 Western,Santa Maria,180000,2,2,1024.0,175.78125,93458
1080,1072994,3967 Constellation,Lompoc,333000,4,2,1533.0,217.2211350293542,93436
1081,1072995,820 Central,Santa Maria,273000,2,1,732.0,372.95081967213116,93454
1082,1068900,445 Rice Ranch,Santa Maria,220000,2,2,1202.0,183.02828618968385,93455
1083,1072998,1010 Redberry,Nipomo,615000,3,2,1890.0,325.3968253968254,93444
1084,1068903,444 Pier,Oceano,129900,1,1,562.0,231.1387900355872,93445
1085,1073002,1437 Crown,Lompoc,359950,4,3,1936.0,185.9245867768595,93436
1086,1073003,1700 Lynne,Santa Maria,219900,3,3,1226.0,179.36378466557912,93454
1087,1070956,4638 Royal Oak,Santa Maria,456000,4,2,1761.0,258.9437819420784,93455
1088,1073005,1351 Newport,Arroyo Grande,849000,4,3,3076.0,276.0078023407022,93420
1089,1073006,1241 Farroll,Arroyo Grande,175000,2,2,1050.0,166.66666666666666,93420
1090,1068911,295 Waller,Santa Maria,499000,3,3,2183.0,228.58451672010995,93455
1091,1070960,1095 McCoy,Santa Maria,28000,2,2,720.0,38.888888888888886,93455
1092,1073009,350 Rennell,Morro Bay,429000,3,1,955.0,449.21465968586386,93442
1093,1073010,1239 Aberdeen,Grover Beach,529900,3,3,1894.0,279.7782470960929,93433
1094,1070963,2550 Grand,Los Olivos,1095000,3,3,2412.0,453.9800995024876,93441
1095,1073013,219 Mission,San Luis Obispo,1349000,4,3,3100.0,435.16129032258067,93405
1096,1073014,8 Pheasant,Paso Robles,325000,2,2,1333.0,243.81095273818454,93446
1097,1068692,261 Silver Oak,Paso Robles,525000,3,2,2484.0,211.35265700483092,93446
1098,1073018,5672 Silverado,Paso Robles,505000,4,3,2097.0,240.8202193609919,93446
1099,1070971,125 Alydar,Paso Robles,627500,4,5,2834.0,221.4184897671136,93446
1100,1070972,610 Park,Santa Maria,270000,3,2,1241.0,217.56647864625302,93458
1101,1073021,108 Erna,Pismo Beach,749777,3,2,1585.0,473.0454258675079,93449
1102,1073024,1754 Shepherd,Paso Robles,275000,2,2,1088.0,252.75735294117646,93446
1103,1070977,3939 Saturn,Lompoc,290000,4,2,1327.0,218.53805576488318,93436
1104,1073026,26877 Cummings Valley,Tehachapi,1990000,6,7,7500.0,265.3333333333333,93561
1105,1070979,1441 Stoney Creek,Paso Robles,369900,3,3,1687.0,219.26496739774748,93446
1106,1070980,2357 Bittern,Arroyo Grande,849999,3,4,2888.0,294.3209833795014,93420
1107,1073029,836 Saint Andrews,Paso Robles,549500,4,2,2326.0,236.24247635425624,93446
1108,1073030,1093 Grieb,Arroyo Grande,369500,2,3,1312.0,281.6310975609756,93420
1109,1070983,9123 Santa Margarita,Atascadero,875000,3,4,2716.0,322.16494845360825,93422
1110,1073032,5640 Pinehurst,San Luis Obispo,945000,4,3,2600.0,363.46153846153845,93401
1111,1073033,1021 Miller,Santa Maria,300000,3,2,1275.0,235.2941176470588,93454
1112,1073035,200 Hilltop,Paso Robles,709000,3,2,2269.0,312.4724548259145,93446
1113,1073037,170 Ramona,San Luis Obispo,799000,3,2,1776.0,449.8873873873874,93405
1114,1073038,925 Paseo Pacifico,Atascadero,750000,4,3,2900.0,258.62068965517244,93422
1115,1068945,604 Valley Oak,Solvang,942631,4,4,19618.0,48.04929146702008,93463
1116,1073042,146 Lafayette,Salinas,449000,3,3,1443.0,311.15731115731114,93906
1117,1073044,1413 Vista Tesoro,Nipomo,939350,3,3,2390.0,393.0334728033473,93444
1118,1073045,1129 3rd,Lompoc,299900,3,2,1621.0,185.00925354719308,93436
1119,1066902,1314 Oak Ridge,Paso Robles,725000,4,4,3000.0,241.66666666666666,93446
1120,1063098,2975 Foxen Canyon,Los Olivos,799900,3,2,2318.0,345.08196721311475,93441
1121,1071001,2582 Lawton,San Luis Obispo,755000,3,2,1471.0,513.256288239293,93401
1122,1071591,450 Canyon,Arroyo Grande,1585000,4,6,4742.0,334.2471530999578,93420
1123,1073051,2503 Castlerock,Santa Maria,719000,4,4,3510.0,204.84330484330485,93455
1124,1073052,1774 7th,Los Osos,569000,3,2,1776.0,320.3828828828829,93402
1125,1071008,1441 Via Rosa,Santa Maria,322000,3,2,1166.0,276.15780445969125,93458
1126,1073057,255 Cedarwood,Nipomo,535000,4,2,1754.0,305.01710376282784,93444
1127,1073058,1009 School,Santa Maria,325000,3,2,1238.0,262.5201938610662,93454
1128,1071011,2129 Oak,Paso Robles,435000,3,3,1763.0,246.73851389676688,93446
1129,1073069,917 Savannah,Grover Beach,580000,3,2,1823.0,318.1568842567197,93433
1130,1071777,1496 Aarhus,Solvang,399950,2,2,1275.0,313.6862745098039,93463
1131,1073062,3281 Tide,Morro Bay,430000,2,2,891.0,482.60381593714925,93442
1132,1071018,2345 Nightshade,Santa Maria,349000,3,3,1681.0,207.61451516954193,93455
1133,1066923,635 Glen Cairon,Santa Maria,675900,4,3,2830.0,238.8339222614841,93455
1134,1073068,212 Agnes,Santa Maria,279000,3,2,1317.0,211.84510250569477,93458
1135,1071021,11345 Atascadero,Atascadero,699900,4,4,3847.0,181.93397452560436,93422
1136,1073070,5176 Guildford,Cambria,527000,3,2,1473.0,357.7732518669382,93428
1137,1071023,720 Elsinore,Solvang,825000,3,3,2295.0,359.47712418300654,93463
1138,1073072,2540 Baseline,Ballard,1295000,3,2,1948.0,664.7843942505134,93463
1139,1071025,527 Patterson,King City,309000,5,5,3368.0,91.7458432304038,93930
1140,1071026,1255 Orcutt,San Luis Obispo,128500,2,1,700.0,183.57142857142858,93401
1141,1073075,7305 San Gabriel,Atascadero,575000,4,4,3005.0,191.3477537437604,93422
1142,1071029,9066 Avonne,San Simeon,419000,2,3,1556.0,269.28020565552697,93452
1143,1071030,1519 Canyon,Santa Maria,369000,3,2,1943.0,189.9125064333505,93454
1144,1070409,3860 Higuera,San Luis Obispo,99000,2,2,840.0,117.85714285714286,93401
1145,1073080,1247 Camino Del Robles,Atascadero,235000,3,2,1608.0,146.14427860696517,93422
1146,1068020,6450 San Gabriel,Atascadero,839000,4,3,2908.0,288.5144429160935,93422
1147,1073082,3960 Higuera,San Luis Obispo,215000,3,2,1200.0,179.16666666666666,93401
1149,1073084,1650 Clark,Santa Maria,59900,2,2,1056.0,56.72348484848485,93455
1150,1073085,466 Cory,Santa Maria,393000,3,2,1469.0,267.5289312457454,93455
1151,1073087,206 Valhalla,Solvang,1375000,3,3,3157.0,435.54006968641113,93463
1152,1071776,14241 Rosedale,Bakersfield,329000,3,2,1437.0,228.94919972164232,93314
1153,1066946,1178 Galeria,Atascadero,415000,3,3,1816.0,228.52422907488986,93422
1155,1073092,2920 Tall Pine,Santa Ynez,1115000,3,3,2788.0,399.92826398852225,93460
1156,1068997,115 Tejas,Nipomo,599900,4,2,1920.0,312.4479166666667,93444
1157,1068999,2180 Sherwood,Cambria,1395000,3,3,2590.0,538.6100386100386,93428
1158,1073096,4100 Nogales,Atascadero,440000,3,2,1770.0,248.58757062146893,93422
1159,1073097,559 Mars,Lompoc,329900,3,2,1232.0,267.77597402597405,93436
1160,1073098,765 Mesa View,Arroyo Grande,234900,3,2,1484.0,158.28840970350404,93420
1161,1071051,409 Pecan,Arroyo Grande,590000,3,2,1400.0,421.42857142857144,93420
1162,1071052,1230 Quail Ridge,Solvang,1695000,4,3,3661.0,462.98825457525265,93463
1163,1073102,136 Middle,Santa Barbara,8250000,5,7,6630.0,1244.343891402715,93108
1164,1066845,2910 Club Moss,Avila Beach,1124777,3,3,2200.0,511.2622727272727,93405
1165,1073106,5125 Bluebird,Paso Robles,288000,2,2,1124.0,256.2277580071174,93446
1166,1069011,941 Shafer,Pismo Beach,1575000,5,4,2900.0,543.1034482758621,93449
1167,1073108,3235 Adelaida,Paso Robles,639000,2,1,1139.0,561.0184372256365,93446
1168,1073109,3680 Angeles,Santa Maria,365000,3,2,1322.0,276.0968229954614,93455
1169,1073112,765 Mesa View,Arroyo Grande,249900,3,2,1421.0,175.86206896551724,93420
1170,1071065,150 Park,Pismo Beach,975000,2,2,1400.0,696.4285714285714,93449
1171,1073114,9221 Tassajara Creek,Santa Margarita,850000,3,3,1800.0,472.22222222222223,93453
1172,1073115,1033 Par,Paso Robles,499900,3,2,2015.0,248.0893300248139,93446
1173,1073141,1751 Bilbao,Santa Maria,359000,3,3,2128.0,168.703007518797,93454
1174,1072122,1380 Diablo,San Luis Obispo,689000,3,3,2044.0,337.08414872798437,93405
1175,1073120,5051 Bluebird,Paso Robles,154900,2,2,1105.0,140.18099547511312,93446
1176,1073121,812 6th,Lompoc,329900,3,2,1272.0,259.3553459119497,93436
1177,1073123,1183 Santa Ynez,Los Osos,184000,1,1,538.0,342.0074349442379,93402
1178,1073124,1242 Camino Del Robles,Atascadero,75000,2,1,643.0,116.64074650077761,93422
1179,1073125,901 Player,Paso Robles,380000,3,2,1154.0,329.2894280762565,93446
1180,1072989,6588 Serra,Atascadero,365000,3,3,1272.0,286.9496855345912,93422
1181,1064935,11010 Fuentes,Atascadero,2795000,4,5,3871.0,722.0356497029192,93422
1182,1073128,3806 Mira Loma,Santa Maria,389900,3,2,1568.0,248.66071428571428,93455
1183,1073129,308 Concord,Santa Maria,409777,4,3,2400.0,170.74041666666668,93454
1184,1069034,371 Stimson,Pismo Beach,579000,2,2,1275.0,454.11764705882354,93449
1185,1071083,1055 Las Tunas,Morro Bay,498500,3,2,1485.0,335.6902356902357,93442
1186,1073132,1228 Camino Del Robles,Atascadero,185000,2,2,1080.0,171.2962962962963,93422
1187,1073133,9906 Sunfish,Paso Robles,619500,4,2,2327.0,266.222604211431,93446
1188,1073134,1207 Fallen Leaf,Atascadero,190000,2,2,1101.0,172.57039055404178,93422
1189,1068029,1661 McCollum,San Luis Obispo,899000,4,3,1971.0,456.1136478944698,93405
1190,1071088,423 Burton,Nipomo,399000,3,2,1161.0,343.66925064599485,93444
1191,1071090,508 Crosby,Lompoc,384900,3,2,1662.0,231.5884476534296,93436
1192,1071237,116 Wessels,Templeton,449000,3,2,1795.0,250.1392757660167,93465
1193,1071093,1224 Barton,Lompoc,374900,4,3,2000.0,187.45,93436
1194,1071095,400 Lupine,Templeton,644000,3,3,2384.0,270.13422818791946,93465
1195,1073144,901 Sheffield,Cambria,369000,2,2,1529.0,241.33420536298235,93428
1196,1073145,912 Northpoint,Lompoc,351000,4,2,1600.0,219.375,93436
1197,1073146,3366 Via Arnez,Lompoc,295000,3,2,1247.0,236.56776263031276,93436
1198,1071099,875 Hibiscus,Nipomo,419500,3,2,1272.0,329.79559748427675,93444
1199,1071100,515 Palisade,Santa Maria,394999,6,3,2262.0,174.6237842617153,93454
1200,1069738,8405 Santa Cruz,Atascadero,599900,3,2,1884.0,318.41825902335455,93422
1201,1071102,304 Alcazar,Santa Maria,349900,3,3,1667.0,209.8980203959208,93455
